name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
K2-264 c,605,7.6 Earths,16.701,2018
K2-265 b,452,6.54 Earths,11.187,2018
K2-266 b,253,11.26782 Earths,11.625,2018
K2-266 c,253,0.29013 Earths,11.625,2018
K2-266 d,253,8.9 Earths,11.625,2018
K2-266 e,253,14.3 Earths,11.625,2018
K2-268 b,1069,2.86 Earths,13.848,2018
K2-268 c,1069,7.7 Earths,13.848,2018
K2-268 d,1069,2.83 Earths,13.848,2019
K2-268 e,1069,2.33 Earths,13.848,2019
K2-268 f,1069,5.6 Earths,13.848,2019
K2-269 b,1177,3.09 Earths,11.784,2018
K2-26 b,323,7.61 Earths,14.528,2016
K2-270 b,915,2.48 Earths,13.847,2018
K2-270 c,915,9.01 Earths,13.847,2018
K2-271 b,1841,0.131 Jupiters,13.845,2018
K2-272 b,1380,9.96 Earths,13.872,2018
K2-273 b,1005,9.53 Earths,13.246,2018
K2-274 b,745,4.98 Earths,13.181,2018
K2-275 b,403,6.08 Earths,11.974,2018
K2-275 c,403,5.52 Earths,11.974,2018
K2-276 b,1592,13.7 Earths,14.654,2018
K2-261 b,696,0.188 Jupiters,10.612,2018
K2-263 b,530,14.9 Earths,11.568,2018
K2-264 b,605,5.61 Earths,16.701,2018
K2-264 c,605,7.6 Earths,16.701,2018
K2-265 b,452,6.54 Earths,11.187,2018
K2-266 b,253,11.26782 Earths,11.625,2018
K2-266 c,253,0.29013 Earths,11.625,2018
K2-266 d,253,8.9 Earths,11.625,2018
K2-266 e,253,14.3 Earths,11.625,2018
K2-268 b,1069,2.86 Earths,13.848,2018
K2-268 c,1069,7.7 Earths,13.848,2018
K2-268 d,1069,2.83 Earths,13.848,2019
K2-268 e,1069,2.33 Earths,13.848,2019
K2-268 f,1069,5.6 Earths,13.848,2019
K2-269 b,1177,3.09 Earths,11.784,2018
K2-26 b,323,7.61 Earths,14.528,2016
K2-270 b,915,2.48 Earths,13.847,2018
K2-270 c,915,9.01 Earths,13.847,2018
K2-271 b,1841,0.131 Jupiters,13.845,2018
K2-272 b,1380,9.96 Earths,13.872,2018
K2-273 b,1005,9.53 Earths,13.246,2018
K2-274 b,745,4.98 Earths,13.181,2018
K2-275 b,403,6.08 Earths,11.974,2018
K2-275 c,403,5.52 Earths,11.974,2018
K2-276 b,1592,13.7 Earths,14.654,2018
K2-261 b,696,0.188 Jupiters,10.612,2018
K2-263 b,530,14.9 Earths,11.568,2018
K2-264 b,605,5.61 Earths,16.701,2018
K2-264 c,605,7.6 Earths,16.701,2018
K2-265 b,452,6.54 Earths,11.187,2018
K2-266 b,253,11.26782 Earths,11.625,2018
K2-266 c,253,0.29013 Earths,11.625,2018
K2-266 d,253,8.9 Earths,11.625,2018
K2-266 e,253,14.3 Earths,11.625,2018
K2-268 b,1069,2.86 Earths,13.848,2018
K2-268 c,1069,7.7 Earths,13.848,2018
K2-268 d,1069,2.83 Earths,13.848,2019
K2-268 e,1069,2.33 Earths,13.848,2019
K2-268 f,1069,5.6 Earths,13.848,2019
K2-269 b,1177,3.09 Earths,11.784,2018
K2-26 b,323,7.61 Earths,14.528,2016
K2-270 b,915,2.48 Earths,13.847,2018
K2-270 c,915,9.01 Earths,13.847,2018
K2-271 b,1841,0.131 Jupiters,13.845,2018
K2-272 b,1380,9.96 Earths,13.872,2018
K2-273 b,1005,9.53 Earths,13.246,2018
K2-274 b,745,4.98 Earths,13.181,2018
K2-275 b,403,6.08 Earths,11.974,2018
K2-275 c,403,5.52 Earths,11.974,2018
K2-276 b,1592,13.7 Earths,14.654,2018
K2-261 b,696,0.188 Jupiters,10.612,2018
K2-263 b,530,14.9 Earths,11.568,2018
K2-264 b,605,5.61 Earths,16.701,2018
K2-264 c,605,7.6 Earths,16.701,2018
K2-265 b,452,6.54 Earths,11.187,2018
K2-266 b,253,11.26782 Earths,11.625,2018
K2-266 c,253,0.29013 Earths,11.625,2018
K2-266 d,253,8.9 Earths,11.625,2018
K2-266 e,253,14.3 Earths,11.625,2018
K2-268 b,1069,2.86 Earths,13.848,2018
K2-268 c,1069,7.7 Earths,13.848,2018
K2-268 d,1069,2.83 Earths,13.848,2019
K2-268 e,1069,2.33 Earths,13.848,2019
K2-268 f,1069,5.6 Earths,13.848,2019
K2-269 b,1177,3.09 Earths,11.784,2018
K2-26 b,323,7.61 Earths,14.528,2016
K2-270 b,915,2.48 Earths,13.847,2018
K2-270 c,915,9.01 Earths,13.847,2018
K2-271 b,1841,0.131 Jupiters,13.845,2018
K2-272 b,1380,9.96 Earths,13.872,2018
K2-273 b,1005,9.53 Earths,13.246,2018
K2-274 b,745,4.98 Earths,13.181,2018
K2-275 b,403,6.08 Earths,11.974,2018
K2-275 c,403,5.52 Earths,11.974,2018
K2-276 b,1592,13.7 Earths,14.654,2018
K2-261 b,696,0.188 Jupiters,10.612,2018
K2-263 b,530,14.9 Earths,11.568,2018
K2-264 b,605,5.61 Earths,16.701,2018
K2-264 c,605,7.6 Earths,16.701,2018
K2-265 b,452,6.54 Earths,11.187,2018
K2-266 b,253,11.26782 Earths,11.625,2018
K2-266 c,253,0.29013 Earths,11.625,2018
K2-266 d,253,8.9 Earths,11.625,2018
K2-266 e,253,14.3 Earths,11.625,2018
K2-268 b,1069,2.86 Earths,13.848,2018
K2-268 c,1069,7.7 Earths,13.848,2018
K2-268 d,1069,2.83 Earths,13.848,2019
K2-268 e,1069,2.33 Earths,13.848,2019
K2-268 f,1069,5.6 Earths,13.848,2019
K2-269 b,1177,3.09 Earths,11.784,2018
K2-26 b,323,7.61 Earths,14.528,2016
K2-270 b,915,2.48 Earths,13.847,2018
K2-270 c,915,9.01 Earths,13.847,2018
K2-271 b,1841,0.131 Jupiters,13.845,2018
K2-272 b,1380,9.96 Earths,13.872,2018
K2-273 b,1005,9.53 Earths,13.246,2018
K2-274 b,745,4.98 Earths,13.181,2018
K2-275 b,403,6.08 Earths,11.974,2018
K2-275 c,403,5.52 Earths,11.974,2018
K2-276 b,1592,13.7 Earths,14.654,2018
K2-261 b,696,0.188 Jupiters,10.612,2018
K2-263 b,530,14.9 Earths,11.568,2018
K2-264 b,605,5.61 Earths,16.701,2018
K2-264 c,605,7.6 Earths,16.701,2018
K2-265 b,452,6.54 Earths,11.187,2018
K2-266 b,253,11.26782 Earths,11.625,2018
K2-266 c,253,0.29013 Earths,11.625,2018
K2-266 d,253,8.9 Earths,11.625,2018
K2-266 e,253,14.3 Earths,11.625,2018
K2-268 b,1069,2.86 Earths,13.848,2018
K2-268 c,1069,7.7 Earths,13.848,2018
K2-268 d,1069,2.83 Earths,13.848,2019
K2-268 e,1069,2.33 Earths,13.848,2019
K2-268 f,1069,5.6 Earths,13.848,2019
K2-269 b,1177,3.09 Earths,11.784,2018
K2-26 b,323,7.61 Earths,14.528,2016
K2-270 b,915,2.48 Earths,13.847,2018
K2-270 c,915,9.01 Earths,13.847,2018
K2-271 b,1841,0.131 Jupiters,13.845,2018
K2-272 b,1380,9.96 Earths,13.872,2018
K2-273 b,1005,9.53 Earths,13.246,2018
K2-274 b,745,4.98 Earths,13.181,2018
K2-275 b,403,6.08 Earths,11.974,2018
K2-275 c,403,5.52 Earths,11.974,2018
K2-276 b,1592,13.7 Earths,14.654,2018
K2-261 b,696,0.188 Jupiters,10.612,2018
K2-263 b,530,14.9 Earths,11.568,2018
K2-264 b,605,5.61 Earths,16.701,2018
K2-264 c,605,7.6 Earths,16.701,2018
K2-265 b,452,6.54 Earths,11.187,2018
K2-266 b,253,11.26782 Earths,11.625,2018
K2-266 c,253,0.29013 Earths,11.625,2018
K2-266 d,253,8.9 Earths,11.625,2018
K2-266 e,253,14.3 Earths,11.625,2018
K2-268 b,1069,2.86 Earths,13.848,2018
K2-268 c,1069,7.7 Earths,13.848,2018
K2-268 d,1069,2.83 Earths,13.848,2019
K2-268 e,1069,2.33 Earths,13.848,2019
K2-268 f,1069,5.6 Earths,13.848,2019
K2-269 b,1177,3.09 Earths,11.784,2018
K2-26 b,323,7.61 Earths,14.528,2016
K2-270 b,915,2.48 Earths,13.847,2018
K2-270 c,915,9.01 Earths,13.847,2018
K2-271 b,1841,0.131 Jupiters,13.845,2018
K2-272 b,1380,9.96 Earths,13.872,2018
K2-273 b,1005,9.53 Earths,13.246,2018
K2-274 b,745,4.98 Earths,13.181,2018
K2-275 b,403,6.08 Earths,11.974,2018
K2-275 c,403,5.52 Earths,11.974,2018
K2-276 b,1592,13.7 Earths,14.654,2018
K2-261 b,696,0.188 Jupiters,10.612,2018
K2-263 b,530,14.9 Earths,11.568,2018
K2-264 b,605,5.61 Earths,16.701,2018
K2-264 c,605,7.6 Earths,16.701,2018
K2-265 b,452,6.54 Earths,11.187,2018
K2-266 b,253,11.26782 Earths,11.625,2018
K2-266 c,253,0.29013 Earths,11.625,2018
K2-266 d,253,8.9 Earths,11.625,2018
K2-266 e,253,14.3 Earths,11.625,2018
K2-268 b,1069,2.86 Earths,13.848,2018
K2-268 c,1069,7.7 Earths,13.848,2018
K2-268 d,1069,2.83 Earths,13.848,2019
K2-268 e,1069,2.33 Earths,13.848,2019
K2-268 f,1069,5.6 Earths,13.848,2019
K2-269 b,1177,3.09 Earths,11.784,2018
K2-26 b,323,7.61 Earths,14.528,2016
K2-270 b,915,2.48 Earths,13.847,2018
K2-270 c,915,9.01 Earths,13.847,2018
K2-271 b,1841,0.131 Jupiters,13.845,2018
K2-272 b,1380,9.96 Earths,13.872,2018
K2-273 b,1005,9.53 Earths,13.246,2018
K2-274 b,745,4.98 Earths,13.181,2018
K2-275 b,403,6.08 Earths,11.974,2018
K2-275 c,403,5.52 Earths,11.974,2018
K2-276 b,1592,13.7 Earths,14.654,2018
K2-261 b,696,0.188 Jupiters,10.612,2018
K2-263 b,530,14.9 Earths,11.568,2018
K2-264 b,605,5.61 Earths,16.701,2018
K2-264 c,605,7.6 Earths,16.701,2018
K2-265 b,452,6.54 Earths,11.187,2018
K2-266 b,253,11.26782 Earths,11.625,2018
K2-266 c,253,0.29013 Earths,11.625,2018
K2-266 d,253,8.9 Earths,11.625,2018
K2-266 e,253,14.3 Earths,11.625,2018
K2-268 b,1069,2.86 Earths,13.848,2018
K2-268 c,1069,7.7 Earths,13.848,2018
K2-268 d,1069,2.83 Earths,13.848,2019
K2-268 e,1069,2.33 Earths,13.848,2019
K2-268 f,1069,5.6 Earths,13.848,2019
K2-269 b,1177,3.09 Earths,11.784,2018
K2-26 b,323,7.61 Earths,14.528,2016
K2-270 b,915,2.48 Earths,13.847,2018
K2-270 c,915,9.01 Earths,13.847,2018
K2-271 b,1841,0.131 Jupiters,13.845,2018
K2-272 b,1380,9.96 Earths,13.872,2018
K2-273 b,1005,9.53 Earths,13.246,2018
K2-274 b,745,4.98 Earths,13.181,2018
K2-275 b,403,6.08 Earths,11.974,2018
K2-275 c,403,5.52 Earths,11.974,2018
K2-276 b,1592,13.7 Earths,14.654,2018
K2-277 b,369,4.94 Earths,10.364,2018
K2-278 b,2565,9.17 Earths,13.446,2018
K2-279 b,597,1.92 Earths,11.491,2018
K2-27 b,814,30.9 Earths,12.689,2016
K2-280 b,1277,37.1 Earths,12.524,2018
K2-281 b,1494,0.16 Jupiters,15.048,2018
K2-282 b,1619,6.8 Earths,14.21,2018
K2-283 b,1314,12.2 Earths,14.364,2018
K2-284 b,350,8.15 Earths,13.265,2018
K2-285 b,505,9.68 Earths,12.075,2018
K2-285 c,505,15.68 Earths,12.075,2018
K2-285 d,505,6.5 Earths,12.075,2018
K2-285 e,505,10.7 Earths,12.075,2018
K2-286 b,248,5.06 Earths,12.881,2018
K2-287 b,516,0.315 Jupiters,11.41,2018
K2-288 B b,214,4.27 Earths,13.868,2018
K2-289 b,895,0.192 Jupiters,14.81,2019
K2-28 b,205,5.99 Earths,16.526,2016
K2-290 b,890,10.9 Earths,11.114,2019
K2-290 c,890,0.774 Jupiters,11.114,2019
K2-291 b,294,6.49 Earths,10.014,2019
K2-292 b,373,24.5 Earths,9.885,2019
K2-293 b,1280,6.57 Earths,13.44,2019
K2-294 b,1217,3.39 Earths,12.649,2019
K2-295 b,759,0.335 Jupiters,13.8941,2018
K2-29 b,582,0.73 Jupiters,12.532,2016
K2-308 b,4288,0.222 Jupiters,15.072,2019
K2-30 b,1086,0.579 Jupiters,13.547,2016
K2-312 c,358,5.41 Jupiters,9.452,2023
K2-315 b,186,0.809 Earths,17.67,2020
K2-316 b,367,2.33 Earths,17.14,2020
K2-316 c,367,4.01 Earths,17.14,2020
K2-317 b,575,8.91 Earths,17.74,2020
K2-318 b,482,3.39 Earths,15.8,2020
K2-319 b,682,8.2 Earths,12.213,2020
K2-31 b,361,1.774 Jupiters,10.802,2016
K2-320 b,355,7.37 Earths,17.81,2020
K2-321 b,253,4.46 Earths,13.677,2020
K2-322 b,403,4.35 Earths,13.963,2020
K2-323 b,386,5.06 Earths,14.935,2020
K2-324 b,446,6.48 Earths,15.223,2020
K2-325 b,364,5.48 Earths,17.77,2020
K2-326 b,921,5.82 Earths,15.982,2020
K2-329 b,761,0.26 Jupiters,12.697,2020
K2-32 b,514,15 Earths,12.304,2016
K2-32 c,514,8.1 Earths,12.304,2016
K2-32 d,514,6.7 Earths,12.304,2016
K2-32 e,514,2.1 Earths,12.304,2019
K2-330 b,522,8.1 Earths,9.608,2016
K2-331 b,690,3.86 Earths,11.305,2021
K2-29 b,582,0.73 Jupiters,12.532,2016
K2-308 b,4288,0.222 Jupiters,15.072,2019
K2-30 b,1086,0.579 Jupiters,13.547,2016
K2-312 c,358,5.41 Jupiters,9.452,2023
K2-315 b,186,0.809 Earths,17.67,2020
K2-316 b,367,2.33 Earths,17.14,2020
K2-316 c,367,4.01 Earths,17.14,2020
K2-317 b,575,8.91 Earths,17.74,2020
K2-318 b,482,3.39 Earths,15.8,2020
K2-319 b,682,8.2 Earths,12.213,2020
K2-31 b,361,1.774 Jupiters,10.802,2016
K2-320 b,355,7.37 Earths,17.81,2020
K2-321 b,253,4.46 Earths,13.677,2020
K2-322 b,403,4.35 Earths,13.963,2020
K2-323 b,386,5.06 Earths,14.935,2020
K2-324 b,446,6.48 Earths,15.223,2020
K2-325 b,364,5.48 Earths,17.77,2020
K2-326 b,921,5.82 Earths,15.982,2020
K2-329 b,761,0.26 Jupiters,12.697,2020
K2-32 b,514,15 Earths,12.304,2016
K2-32 c,514,8.1 Earths,12.304,2016
K2-32 d,514,6.7 Earths,12.304,2016
K2-32 e,514,2.1 Earths,12.304,2019
K2-330 b,522,8.1 Earths,9.608,2016
K2-331 b,690,3.86 Earths,11.305,2021
K2-29 b,582,0.73 Jupiters,12.532,2016
K2-308 b,4288,0.222 Jupiters,15.072,2019
K2-30 b,1086,0.579 Jupiters,13.547,2016
K2-312 c,358,5.41 Jupiters,9.452,2023
K2-315 b,186,0.809 Earths,17.67,2020
K2-316 b,367,2.33 Earths,17.14,2020
K2-316 c,367,4.01 Earths,17.14,2020
K2-317 b,575,8.91 Earths,17.74,2020
K2-318 b,482,3.39 Earths,15.8,2020
K2-319 b,682,8.2 Earths,12.213,2020
K2-31 b,361,1.774 Jupiters,10.802,2016
K2-320 b,355,7.37 Earths,17.81,2020
K2-321 b,253,4.46 Earths,13.677,2020
K2-322 b,403,4.35 Earths,13.963,2020
K2-323 b,386,5.06 Earths,14.935,2020
K2-324 b,446,6.48 Earths,15.223,2020
K2-325 b,364,5.48 Earths,17.77,2020
K2-326 b,921,5.82 Earths,15.982,2020
K2-329 b,761,0.26 Jupiters,12.697,2020
K2-32 b,514,15 Earths,12.304,2016
K2-32 c,514,8.1 Earths,12.304,2016
K2-32 d,514,6.7 Earths,12.304,2016
K2-32 e,514,2.1 Earths,12.304,2019
K2-330 b,522,8.1 Earths,9.608,2016
K2-331 b,690,3.86 Earths,11.305,2021
K2-331 c,690,7.85 Earths,11.305,2018
K2-332 b,402,5.48 Earths,,2016
K2-333 b,1122,31.6 Earths,12.073,2018
K2-334 b,1213,27.2 Earths,11.842,2018
K2-335 b,1820,5.52 Earths,12.556,2016
K2-336 b,781,1.98 Earths,12.803,2016
K2-337 b,1375,7.37 Earths,12.385,2016
K2-338 b,512,1.08 Earths,13.322,2016
K2-339 b,1175,4.35 Earths,14.487,2019
K2-33 b,454,3.7 Jupiters,15.838,2016
K2-340 b,2408,11.2 Earths,14.428,2016
K2-341 b,1375,10.4 Earths,12.725,2018
K2-342 b,680,4.78 Earths,11.338,2018
K2-343 b,542,3.36 Earths,16.01,2019
K2-343 c,542,4.74 Earths,16.01,2018
K2-344 b,245,3.15 Earths,13.423,2018
K2-345 b,530,5.1 Earths,15.72,2016
K2-346 b,344,5.73 Earths,11.903,2016
K2-347 b,1045,6.39 Earths,15.15,2016
K2-348 b,658,10.7 Earths,12.572,2018
K2-348 c,658,7.61 Earths,12.572,2018
K2-349 b,1480,2.48 Earths,14.585,2016
K2-34 b,1137,1.698 Jupiters,11.447,2016
K2-350 b,1596,2.99 Earths,13.449,2021
K2-350 c,1596,7.95 Earths,13.449,2016
K2-331 c,690,7.85 Earths,11.305,2018
K2-332 b,402,5.48 Earths,,2016
K2-333 b,1122,31.6 Earths,12.073,2018
K2-334 b,1213,27.2 Earths,11.842,2018
K2-335 b,1820,5.52 Earths,12.556,2016
K2-336 b,781,1.98 Earths,12.803,2016
K2-337 b,1375,7.37 Earths,12.385,2016
K2-338 b,512,1.08 Earths,13.322,2016
K2-339 b,1175,4.35 Earths,14.487,2019
K2-33 b,454,3.7 Jupiters,15.838,2016
K2-340 b,2408,11.2 Earths,14.428,2016
K2-341 b,1375,10.4 Earths,12.725,2018
K2-342 b,680,4.78 Earths,11.338,2018
K2-343 b,542,3.36 Earths,16.01,2019
K2-343 c,542,4.74 Earths,16.01,2018
K2-344 b,245,3.15 Earths,13.423,2018
K2-345 b,530,5.1 Earths,15.72,2016
K2-346 b,344,5.73 Earths,11.903,2016
K2-347 b,1045,6.39 Earths,15.15,2016
K2-348 b,658,10.7 Earths,12.572,2018
K2-348 c,658,7.61 Earths,12.572,2018
K2-349 b,1480,2.48 Earths,14.585,2016
K2-34 b,1137,1.698 Jupiters,11.447,2016
K2-350 b,1596,2.99 Earths,13.449,2021
K2-350 c,1596,7.95 Earths,13.449,2016
K2-404 b,397,6.94 Earths,14.622,2022
K2-405 b,643,18.9 Earths,12.816,2022
K2-406 b,278,19.2 Earths,9.465,2022
K2-407 b,712,2.19 Earths,11.969,2022
K2-407 c,712,2.42 Earths,11.969,2022
K2-408 b,529,3.45 Earths,12.056,2022
K2-409 b,1406,6.72 Earths,12.902,2022
K2-411 b,973,0.937 Earths,12.27,2022
K2-412 b,2134,5.13 Earths,15.746,2022
K2-413 b,930,0.363 Earths,15.013,2022
K2-413 c,930,2.05 Earths,15.013,2022
K2-414 b,848,1.98 Earths,14.289,2022
K2-414 c,848,4.38 Earths,14.289,2022
K2-415 b,71,7.5 Earths,15.33,2023
K2-416 b,392,7.56 Earths,14.794,2023
K2-417 b,307,11 Earths,13.909,2023
K2-42 b,1295,5.27 Earths,15.006,2016
K2-43 b,595,18.5 Earths,15.748,2016
K2-43 c,595,6.44 Earths,15.748,2019
K2-44 b,1555,6.5 Earths,12.27,2016
K2-45 b,1616,36.4 Earths,15.746,2016
K2-46 b,1465,4.86 Earths,12.144,2016
K2-47 b,1141,4.23 Earths,14.065,2016
K2-48 b,1023,5.65 Earths,14.345,2016
K2-49 b,1491,4.38 Earths,15.668,2016
K2-4 b,756,5.06 Earths,14.855,2015
K2-50 b,840,3.15 Earths,14.705,2016
K2-52 b,3387,144 Jupiters,15.93,2016
K2-53 b,450,7.27 Earths,12.634,2016
K2-54 b,571,1.6 Earths,14.542,2016
K2-55 b,520,14 Earths,13.519,2016
K2-57 b,862,5.06 Earths,14.414,2016
K2-58 b,593,7.65 Earths,12.415,2016
K2-58 c,593,3.26 Earths,12.415,2016
K2-58 d,593,3.57 Earths,12.415,2016
K2-59 b,1016,6.39 Earths,14.266,2016
K2-59 c,1016,5.9 Earths,14.266,2016
K2-5 b,662,4.31 Earths,14.974,2015
K2-5 c,662,5.73 Earths,14.974,2015
K2-60 b,1604,0.426 Jupiters,12.857,2016
K2-61 b,1323,6.71 Earths,13.173,2016
K2-62 b,367,5.22 Earths,12.391,2016
K2-62 c,367,5.22 Earths,12.391,2016
K2-63 b,1688,10.5 Earths,12.98,2016
K2-63 c,1688,14.5 Earths,12.98,2016
K2-64 b,1631,4.94 Earths,14.132,2016
K2-65 b,236,3.12 Earths,10.71,2016
K2-66 b,1676,21.3 Earths,11.71,2016
K2-68 b,550,3.12 Earths,12.987,2016
K2-69 b,589,5.99 Earths,16.024,2016
K2-404 b,397,6.94 Earths,14.622,2022
K2-405 b,643,18.9 Earths,12.816,2022
K2-406 b,278,19.2 Earths,9.465,2022
K2-407 b,712,2.19 Earths,11.969,2022
K2-407 c,712,2.42 Earths,11.969,2022
K2-408 b,529,3.45 Earths,12.056,2022
K2-409 b,1406,6.72 Earths,12.902,2022
K2-411 b,973,0.937 Earths,12.27,2022
K2-412 b,2134,5.13 Earths,15.746,2022
K2-413 b,930,0.363 Earths,15.013,2022
K2-413 c,930,2.05 Earths,15.013,2022
K2-414 b,848,1.98 Earths,14.289,2022
K2-414 c,848,4.38 Earths,14.289,2022
K2-415 b,71,7.5 Earths,15.33,2023
K2-416 b,392,7.56 Earths,14.794,2023
K2-417 b,307,11 Earths,13.909,2023
K2-42 b,1295,5.27 Earths,15.006,2016
K2-43 b,595,18.5 Earths,15.748,2016
K2-43 c,595,6.44 Earths,15.748,2019
K2-44 b,1555,6.5 Earths,12.27,2016
K2-45 b,1616,36.4 Earths,15.746,2016
K2-46 b,1465,4.86 Earths,12.144,2016
K2-47 b,1141,4.23 Earths,14.065,2016
K2-48 b,1023,5.65 Earths,14.345,2016
K2-49 b,1491,4.38 Earths,15.668,2016
K2-88 b,361,2.04 Earths,15.523,2016
K2-89 b,281,0.17 Earths,14.162,2016
K2-8 b,1316,12.5 Earths,14.801,2015
K2-8 c,1316,6.39 Earths,14.801,2016
K2-90 b,438,7.27 Earths,13.707,2016
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,11 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
Kapteyn c,13,7 Earths,8.86,2014
KELT-10 b,615,0.679 Jupiters,10.617,2016
KELT-11 b,323,0.171 Jupiters,8.04,2017
KELT-12 b,1201,0.95 Jupiters,10.585,2017
KELT-14 b,816,1.284 Jupiters,11.001,2016
KELT-15 b,1059,1.31 Jupiters,11.39,2016
KELT-16 b,1450,2.75 Jupiters,11.717,2017
KELT-17 b,739,1.31 Jupiters,9.234,2016
KELT-18 b,1048,1.18 Jupiters,10.16,2017
KELT-19 A b,980,4.07 Jupiters,9.857,2017
KELT-1 b,876,27.23 Jupiters,10.632,2012
K2-88 b,361,2.04 Earths,15.523,2016
K2-89 b,281,0.17 Earths,14.162,2016
K2-8 b,1316,12.5 Earths,14.801,2015
K2-8 c,1316,6.39 Earths,14.801,2016
K2-90 b,438,7.27 Earths,13.707,2016
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,11 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
Kapteyn c,13,7 Earths,8.86,2014
KELT-10 b,615,0.679 Jupiters,10.617,2016
KELT-11 b,323,0.171 Jupiters,8.04,2017
KELT-12 b,1201,0.95 Jupiters,10.585,2017
KELT-14 b,816,1.284 Jupiters,11.001,2016
KELT-15 b,1059,1.31 Jupiters,11.39,2016
KELT-16 b,1450,2.75 Jupiters,11.717,2017
KELT-17 b,739,1.31 Jupiters,9.234,2016
KELT-18 b,1048,1.18 Jupiters,10.16,2017
KELT-19 A b,980,4.07 Jupiters,9.857,2017
KELT-1 b,876,27.23 Jupiters,10.632,2012
K2-88 b,361,2.04 Earths,15.523,2016
K2-89 b,281,0.17 Earths,14.162,2016
K2-8 b,1316,12.5 Earths,14.801,2015
K2-8 c,1316,6.39 Earths,14.801,2016
K2-90 b,438,7.27 Earths,13.707,2016
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,11 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
Kapteyn c,13,7 Earths,8.86,2014
KELT-10 b,615,0.679 Jupiters,10.617,2016
KELT-11 b,323,0.171 Jupiters,8.04,2017
KELT-12 b,1201,0.95 Jupiters,10.585,2017
KELT-14 b,816,1.284 Jupiters,11.001,2016
KELT-15 b,1059,1.31 Jupiters,11.39,2016
KELT-16 b,1450,2.75 Jupiters,11.717,2017
KELT-17 b,739,1.31 Jupiters,9.234,2016
KELT-18 b,1048,1.18 Jupiters,10.16,2017
KELT-19 A b,980,4.07 Jupiters,9.857,2017
KELT-1 b,876,27.23 Jupiters,10.632,2012
K2-88 b,361,2.04 Earths,15.523,2016
K2-89 b,281,0.17 Earths,14.162,2016
K2-8 b,1316,12.5 Earths,14.801,2015
K2-8 c,1316,6.39 Earths,14.801,2016
K2-90 b,438,7.27 Earths,13.707,2016
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,11 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
Kapteyn c,13,7 Earths,8.86,2014
KELT-10 b,615,0.679 Jupiters,10.617,2016
KELT-11 b,323,0.171 Jupiters,8.04,2017
KELT-12 b,1201,0.95 Jupiters,10.585,2017
KELT-14 b,816,1.284 Jupiters,11.001,2016
KELT-15 b,1059,1.31 Jupiters,11.39,2016
KELT-16 b,1450,2.75 Jupiters,11.717,2017
KELT-17 b,739,1.31 Jupiters,9.234,2016
KELT-18 b,1048,1.18 Jupiters,10.16,2017
KELT-19 A b,980,4.07 Jupiters,9.857,2017
KELT-1 b,876,27.23 Jupiters,10.632,2012
K2-88 b,361,2.04 Earths,15.523,2016
K2-89 b,281,0.17 Earths,14.162,2016
K2-8 b,1316,12.5 Earths,14.801,2015
K2-8 c,1316,6.39 Earths,14.801,2016
K2-90 b,438,7.27 Earths,13.707,2016
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,11 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
